claim_id,pet_id,provider_id,month,region,provider_type,species,breed_group,age,complexity,condition,treatment,units,unit_price,paid,referred,vet_note,source
C1029014,P1344,VET-030,2025-11,rural,gp,cat,mixed,12,0,otitis,cytology,1,131.46,131.46,false,otitis; age 12; complexity 0; managed in setting,synthetic-v1
C1029015,P1003,VET-030,2025-11,rural,gp,dog,mixed,5,1,dermatitis,consult,1,204.19,204.19,true,dermatitis; age 5; complexity 1; referral noted,synthetic-v1
C1029016,P1330,VET-030,2025-11,rural,gp,cat,large,3,1,gastroenteritis,consult,1,214.81,214.81,true,gastroenteritis; age 3; complexity 1; referral noted,synthetic-v1
C1029017,P0783,VET-030,2025-11,rural,gp,dog,small,12,2,otitis,consult,2,263.68,527.35,false,otitis; age 12; complexity 2; managed in setting,synthetic-v1
C1029018,P0159,VET-030,2025-11,rural,gp,dog,large,9,1,gastroenteritis,consult,2,246.68,493.36,false,gastroenteritis; age 9; complexity 1; managed in setting,synthetic-v1
C1029019,P0832,VET-030,2025-11,rural,gp,cat,mixed,13,0,otitis,consult,1,215.27,215.27,false,otitis; age 13; complexity 0; managed in setting,synthetic-v1
C1030000,P0056,VET-031,2025-11,metro,emergency,dog,small,5,1,gastroenteritis,consult,1,269.09,269.09,true,gastroenteritis; age 5; complexity 1; referral noted,synthetic-v1
C1030001,P0796,VET-031,2025-11,metro,emergency,dog,large,6,0,gastroenteritis,consult,2,272.45,544.91,true,gastroenteritis; age 6; complexity 0; referral noted,synthetic-v1
C1030002,P2310,VET-031,2025-11,metro,emergency,dog,mixed,5,1,dermatitis,medication,2,229.67,459.33,true,dermatitis; age 5; complexity 1; referral noted,synthetic-v1
C1030003,P0982,VET-031,2025-11,metro,emergency,dog,mixed,7,2,otitis,cytology,2,168.53,337.06,true,otitis; age 7; complexity 2; referral noted,synthetic-v1
C1030004,P2011,VET-031,2025-11,metro,emergency,dog,small,5,0,dermatitis,consult,1,209.61,209.61,true,dermatitis; age 5; complexity 0; referral noted,synthetic-v1
C1030005,P0724,VET-031,2025-11,metro,emergency,cat,medium,6,1,dermatitis,consult,1,276.54,276.54,true,dermatitis; age 6; complexity 1; repeat visit; referral noted,synthetic-v1
C1030006,P0677,VET-031,2025-11,metro,emergency,dog,large,3,1,otitis,cytology,2,174.74,349.48,true,otitis; age 3; complexity 1; referral noted,synthetic-v1
C1030007,P1778,VET-031,2025-11,metro,emergency,dog,large,12,0,otitis,consult,1,265.47,265.47,true,otitis; age 12; complexity 0; referral noted,synthetic-v1
C1030008,P2195,VET-031,2025-11,metro,emergency,dog,small,9,0,dermatitis,consult,1,232.54,232.54,true,dermatitis; age 9; complexity 0; referral noted,synthetic-v1
C1030009,P1422,VET-031,2025-11,metro,emergency,dog,large,4,1,gastroenteritis,consult,1,302.36,302.36,true,gastroenteritis; age 4; complexity 1; referral noted,synthetic-v1
C1030010,P1406,VET-031,2025-11,metro,emergency,dog,large,13,0,otitis,consult,1,268.86,268.86,true,otitis; age 13; complexity 0; referral noted,synthetic-v1
C1030011,P0082,VET-031,2025-11,metro,emergency,dog,large,5,0,gastroenteritis,consult,1,233.31,233.31,true,gastroenteritis; age 5; complexity 0; referral noted,synthetic-v1
C1030012,P1220,VET-031,2025-11,metro,emergency,cat,small,5,0,dermatitis,consult,1,224.01,224.01,true,dermatitis; age 5; complexity 0; repeat visit; referral noted,synthetic-v1
C1030013,P2338,VET-031,2025-11,metro,emergency,dog,large,7,0,otitis,consult,1,215.14,215.14,true,otitis; age 7; complexity 0; referral noted,synthetic-v1
C1030014,P0118,VET-031,2025-11,metro,emergency,cat,small,1,2,otitis,cytology,1,164.41,164.41,true,otitis; age 1; complexity 2; referral noted,synthetic-v1
C1031000,P1729,VET-032,2025-11,regional,emergency,dog,small,3,0,dermatitis,medication,1,192.58,192.58,true,dermatitis; age 3; complexity 0; referral noted,synthetic-v1
C1031001,P1216,VET-032,2025-11,regional,emergency,dog,large,13,2,gastroenteritis,consult,2,387.50,775.00,true,gastroenteritis; age 13; complexity 2; referral noted,synthetic-v1
C1031002,P0572,VET-032,2025-11,regional,emergency,cat,small,2,0,otitis,consult,1,234.13,234.13,true,otitis; age 2; complexity 0; referral noted,synthetic-v1
C1031003,P2062,VET-032,2025-11,regional,emergency,cat,small,13,0,dermatitis,consult,2,263.33,526.67,true,dermatitis; age 13; complexity 0; referral noted,synthetic-v1
C1031004,P2244,VET-032,2025-11,regional,emergency,dog,large,9,0,gastroenteritis,consult,1,293.75,293.75,true,gastroenteritis; age 9; complexity 0; referral noted,synthetic-v1
C1031005,P0239,VET-032,2025-11,regional,emergency,dog,medium,13,2,dermatitis,medication,1,321.19,321.19,true,dermatitis; age 13; complexity 2; referral noted,synthetic-v1
C1031006,P1855,VET-032,2025-11,regional,emergency,dog,large,12,0,dermatitis,consult,1,277.31,277.31,true,dermatitis; age 12; complexity 0; referral noted,synthetic-v1
C1031007,P0212,VET-032,2025-11,regional,emergency,cat,mixed,2,1,dermatitis,medication,1,240.40,240.40,true,dermatitis; age 2; complexity 1; referral noted,synthetic-v1
C1031008,P1294,VET-032,2025-11,regional,emergency,dog,medium,13,1,otitis,consult,2,333.94,667.87,true,otitis; age 13; complexity 1; referral noted,synthetic-v1
C1031009,P0526,VET-032,2025-11,regional,emergency,cat,mixed,9,0,otitis,consult,2,227.58,455.17,true,otitis; age 9; complexity 0; referral noted,synthetic-v1
C1031010,P1126,VET-032,2025-11,regional,emergency,dog,medium,10,1,gastroenteritis,pathology,1,380.04,380.04,true,gastroenteritis; age 10; complexity 1; referral noted,synthetic-v1
C1031011,P1824,VET-032,2025-11,regional,emergency,cat,small,5,0,dermatitis,medication,1,216.56,216.56,true,dermatitis; age 5; complexity 0; referral noted,synthetic-v1
C1031012,P1519,VET-032,2025-11,regional,emergency,cat,small,11,1,gastroenteritis,pathology,1,350.12,350.12,true,gastroenteritis; age 11; complexity 1; referral noted,synthetic-v1
C1031013,P1192,VET-032,2025-11,regional,emergency,dog,medium,10,2,dermatitis,consult,2,332.82,665.63,true,dermatitis; age 10; complexity 2; referral noted,synthetic-v1
C1031014,P0991,VET-032,2025-11,regional,emergency,dog,mixed,10,0,dermatitis,medication,1,235.65,235.65,true,dermatitis; age 10; complexity 0; referral noted,synthetic-v1
C1031015,P1470,VET-032,2025-11,regional,emergency,dog,small,12,0,dermatitis,medication,1,234.16,234.16,true,dermatitis; age 12; complexity 0; referral noted,synthetic-v1
C1031016,P1248,VET-032,2025-11,regional,emergency,dog,medium,10,0,dermatitis,consult,1,285.51,285.51,true,dermatitis; age 10; complexity 0; referral noted,synthetic-v1
C1031017,P1793,VET-032,2025-11,regional,emergency,cat,mixed,13,2,gastroenteritis,consult,1,398.44,398.44,true,gastroenteritis; age 13; complexity 2; referral noted,synthetic-v1
C1031018,P1629,VET-032,2025-11,regional,emergency,dog,mixed,8,0,gastroenteritis,pathology,1,309.51,309.51,true,gastroenteritis; age 8; complexity 0; repeat visit; referral noted,synthetic-v1
C1031019,P1757,VET-032,2025-11,regional,emergency,cat,large,2,0,dermatitis,medication,1,181.36,181.36,true,dermatitis; age 2; complexity 0; referral noted,synthetic-v1
C1031020,P0050,VET-032,2025-11,regional,emergency,dog,small,1,0,dermatitis,consult,2,266.54,533.07,true,dermatitis; age 1; complexity 0; repeat visit; referral noted,synthetic-v1
C1031021,P1448,VET-032,2025-11,regional,emergency,dog,large,5,1,dermatitis,consult,1,246.63,246.63,true,dermatitis; age 5; complexity 1; referral noted,synthetic-v1
C1031022,P1919,VET-032,2025-11,regional,emergency,dog,large,5,2,gastroenteritis,consult,1,309.46,309.46,true,gastroenteritis; age 5; complexity 2; referral noted,synthetic-v1
C1031023,P1696,VET-032,2025-11,regional,emergency,dog,small,11,2,dermatitis,medication,2,269.02,538.03,true,dermatitis; age 11; complexity 2; repeat visit; referral noted,synthetic-v1
C1032000,P2038,VET-033,2025-11,rural,emergency,dog,small,1,1,otitis,consult,1,262.76,262.76,true,otitis; age 1; complexity 1; referral noted,synthetic-v1
C1032001,P0135,VET-033,2025-11,rural,emergency,cat,medium,7,0,otitis,consult,1,225.92,225.92,true,otitis; age 7; complexity 0; referral noted,synthetic-v1
C1032002,P2309,VET-033,2025-11,rural,emergency,cat,small,9,2,gastroenteritis,pathology,1,420.17,420.17,true,gastroenteritis; age 9; complexity 2; referral noted,synthetic-v1
C1032003,P2196,VET-033,2025-11,rural,emergency,cat,mixed,5,0,otitis,consult,1,262.05,262.05,true,otitis; age 5; complexity 0; referral noted,synthetic-v1
C1032004,P2288,VET-033,2025-11,rural,emergency,dog,mixed,8,0,otitis,cytology,1,175.00,175.00,true,otitis; age 8; complexity 0; referral noted,synthetic-v1
C1032005,P1661,VET-033,2025-11,rural,emergency,dog,large,14,0,dermatitis,consult,1,323.26,323.26,true,dermatitis; age 14; complexity 0; referral noted,synthetic-v1
C1032006,P1538,VET-033,2025-11,rural,emergency,dog,large,8,1,gastroenteritis,pathology,2,321.20,642.40,true,gastroenteritis; age 8; complexity 1; referral noted,synthetic-v1
C1032007,P2129,VET-033,2025-11,rural,emergency,cat,large,8,2,otitis,consult,1,274.54,274.54,true,otitis; age 8; complexity 2; repeat visit; referral noted,synthetic-v1
C1032008,P1586,VET-033,2025-11,rural,emergency,cat,small,11,1,otitis,consult,1,271.84,271.84,true,otitis; age 11; complexity 1; referral noted,synthetic-v1
C1032009,P1437,VET-033,2025-11,rural,emergency,dog,mixed,14,1,gastroenteritis,consult,2,423.74,847.49,true,gastroenteritis; age 14; complexity 1; referral noted,synthetic-v1
C1032010,P0442,VET-033,2025-11,rural,emergency,dog,large,2,1,dermatitis,medication,2,233.96,467.91,true,dermatitis; age 2; complexity 1; referral noted,synthetic-v1
C1032011,P0635,VET-033,2025-11,rural,emergency,dog,medium,4,1,dermatitis,medication,1,230.10,230.10,true,dermatitis; age 4; complexity 1; referral noted,synthetic-v1
C1032012,P0380,VET-033,2025-11,rural,emergency,dog,large,14,1,otitis,cytology,1,229.22,229.22,true,otitis; age 14; complexity 1; referral noted,synthetic-v1
C1032013,P0327,VET-033,2025-11,rural,emergency,dog,large,4,0,dermatitis,consult,2,229.94,459.88,true,dermatitis; age 4; complexity 0; repeat visit; referral noted,synthetic-v1
C1032014,P0838,VET-033,2025-11,rural,emergency,dog,large,8,1,gastroenteritis,pathology,1,349.26,349.26,true,gastroenteritis; age 8; complexity 1; referral noted,synthetic-v1
C1032015,P0341,VET-033,2025-11,rural,emergency,dog,small,13,0,otitis,consult,2,282.20,564.41,true,otitis; age 13; complexity 0; referral noted,synthetic-v1
C1033000,P1121,VET-034,2025-11,metro,specialty,cat,small,2,1,otitis,consult,1,253.97,253.97,true,otitis; age 2; complexity 1; repeat visit; referral noted,synthetic-v1
C1033001,P0810,VET-034,2025-11,metro,specialty,cat,small,12,1,otitis,consult,2,311.26,622.51,true,otitis; age 12; complexity 1; referral noted,synthetic-v1
C1033002,P0906,VET-034,2025-11,metro,specialty,dog,mixed,14,1,dermatitis,medication,1,316.29,316.29,true,dermatitis; age 14; complexity 1; repeat visit; referral noted,synthetic-v1
C1033003,P1969,VET-034,2025-11,metro,specialty,cat,mixed,7,1,gastroenteritis,pathology,1,321.99,321.99,true,gastroenteritis; age 7; complexity 1; referral noted,synthetic-v1
C1033004,P1115,VET-034,2025-11,metro,specialty,dog,mixed,7,2,otitis,cytology,2,185.75,371.50,true,otitis; age 7; complexity 2; referral noted,synthetic-v1
C1033005,P1870,VET-034,2025-11,metro,specialty,dog,small,1,0,gastroenteritis,consult,1,287.90,287.90,true,gastroenteritis; age 1; complexity 0; repeat visit; referral noted,synthetic-v1
C1033006,P0549,VET-034,2025-11,metro,specialty,dog,small,8,0,gastroenteritis,consult,1,275.55,275.55,true,gastroenteritis; age 8; complexity 0; repeat visit; referral noted,synthetic-v1
C1033007,P0680,VET-034,2025-11,metro,specialty,dog,small,11,2,otitis,cytology,2,203.64,407.29,true,otitis; age 11; complexity 2; referral noted,synthetic-v1
C1033008,P2031,VET-034,2025-11,metro,specialty,cat,small,12,0,gastroenteritis,pathology,1,381.28,381.28,true,gastroenteritis; age 12; complexity 0; referral noted,synthetic-v1
C1033009,P0872,VET-034,2025-11,metro,specialty,cat,small,1,1,otitis,cytology,1,181.03,181.03,true,otitis; age 1; complexity 1; referral noted,synthetic-v1
C1033010,P0345,VET-034,2025-11,metro,specialty,cat,large,14,0,gastroenteritis,consult,1,362.46,362.46,true,gastroenteritis; age 14; complexity 0; referral noted,synthetic-v1
C1033011,P0690,VET-034,2025-11,metro,specialty,dog,mixed,3,1,gastroenteritis,consult,1,335.13,335.13,true,gastroenteritis; age 3; complexity 1; referral noted,synthetic-v1
C1033012,P0983,VET-034,2025-11,metro,specialty,dog,small,13,2,gastroenteritis,consult,2,383.94,767.88,true,gastroenteritis; age 13; complexity 2; referral noted,synthetic-v1
C1033013,P1743,VET-034,2025-11,metro,specialty,dog,medium,2,0,dermatitis,consult,1,268.04,268.04,true,dermatitis; age 2; complexity 0; referral noted,synthetic-v1
C1033014,P2236,VET-034,2025-11,metro,specialty,cat,medium,7,2,otitis,cytology,2,205.42,410.84,true,otitis; age 7; complexity 2; referral noted,synthetic-v1
C1033015,P1365,VET-034,2025-11,metro,specialty,dog,large,12,2,gastroenteritis,consult,1,382.45,382.45,true,gastroenteritis; age 12; complexity 2; referral noted,synthetic-v1
C1033016,P0703,VET-034,2025-11,metro,specialty,dog,large,7,1,dermatitis,consult,1,266.43,266.43,true,dermatitis; age 7; complexity 1; referral noted,synthetic-v1
C1034000,P0837,VET-035,2025-11,regional,specialty,cat,small,10,2,otitis,consult,1,356.35,356.35,true,otitis; age 10; complexity 2; referral noted,synthetic-v1
C1034001,P1426,VET-035,2025-11,regional,specialty,dog,medium,10,0,dermatitis,consult,1,313.81,313.81,true,dermatitis; age 10; complexity 0; referral noted,synthetic-v1
C1034002,P1237,VET-035,2025-11,regional,specialty,dog,mixed,9,0,otitis,consult,1,277.54,277.54,true,otitis; age 9; complexity 0; repeat visit; referral noted,synthetic-v1
C1034003,P1158,VET-035,2025-11,regional,specialty,dog,mixed,14,0,gastroenteritis,consult,2,418.16,836.32,true,gastroenteritis; age 14; complexity 0; referral noted,synthetic-v1
C1034004,P1462,VET-035,2025-11,regional,specialty,cat,small,1,1,gastroenteritis,pathology,2,388.16,776.33,true,gastroenteritis; age 1; complexity 1; referral noted,synthetic-v1
C1034005,P0784,VET-035,2025-11,regional,specialty,cat,small,12,1,dermatitis,consult,1,348.54,348.54,true,dermatitis; age 12; complexity 1; referral noted,synthetic-v1
C1034006,P1035,VET-035,2025-11,regional,specialty,cat,small,2,1,dermatitis,medication,1,270.52,270.52,true,dermatitis; age 2; complexity 1; repeat visit; referral noted,synthetic-v1
C1034007,P1623,VET-035,2025-11,regional,specialty,dog,mixed,3,2,otitis,cytology,1,192.00,192.00,true,otitis; age 3; complexity 2; referral noted,synthetic-v1
C1034008,P1849,VET-035,2025-11,regional,specialty,cat,small,14,1,dermatitis,medication,1,303.83,303.83,true,dermatitis; age 14; complexity 1; referral noted,synthetic-v1
C1034009,P0054,VET-035,2025-11,regional,specialty,dog,large,3,0,dermatitis,consult,1,311.67,311.67,true,dermatitis; age 3; complexity 0; referral noted,synthetic-v1
C1034010,P1042,VET-035,2025-11,regional,specialty,dog,small,12,0,dermatitis,consult,1,364.35,364.35,true,dermatitis; age 12; complexity 0; referral noted,synthetic-v1
C1034011,P1111,VET-035,2025-11,regional,specialty,cat,small,1,0,otitis,cytology,2,174.59,349.18,true,otitis; age 1; complexity 0; referral noted,synthetic-v1
C1034012,P1677,VET-035,2025-11,regional,specialty,cat,small,13,0,dermatitis,medication,1,290.59,290.59,true,dermatitis; age 13; complexity 0; referral noted,synthetic-v1
C1034013,P0733,VET-035,2025-11,regional,specialty,dog,mixed,7,1,gastroenteritis,pathology,2,334.14,668.27,true,gastroenteritis; age 7; complexity 1; referral noted,synthetic-v1
C1034014,P0933,VET-035,2025-11,regional,specialty,dog,mixed,7,0,gastroenteritis,consult,1,313.95,313.95,true,gastroenteritis; age 7; complexity 0; referral noted,synthetic-v1
C1034015,P2060,VET-035,2025-11,regional,specialty,dog,mixed,14,0,dermatitis,medication,1,296.76,296.76,true,dermatitis; age 14; complexity 0; referral noted,synthetic-v1
C1034016,P0222,VET-035,2025-11,regional,specialty,dog,mixed,6,0,otitis,cytology,1,164.38,164.38,true,otitis; age 6; complexity 0; referral noted,synthetic-v1
C1034017,P0661,VET-035,2025-11,regional,specialty,dog,small,8,0,gastroenteritis,pathology,1,353.80,353.80,true,gastroenteritis; age 8; complexity 0; referral noted,synthetic-v1
C1034018,P1618,VET-035,2025-11,regional,specialty,dog,medium,6,1,dermatitis,consult,1,344.29,344.29,true,dermatitis; age 6; complexity 1; referral noted,synthetic-v1
C1034019,P1385,VET-035,2025-11,regional,specialty,cat,large,10,2,otitis,consult,1,326.03,326.03,true,otitis; age 10; complexity 2; repeat visit; referral noted,synthetic-v1
C1034020,P1782,VET-035,2025-11,regional,specialty,cat,medium,12,1,gastroenteritis,consult,1,358.91,358.91,true,gastroenteritis; age 12; complexity 1; referral noted,synthetic-v1
C1034021,P0533,VET-035,2025-11,regional,specialty,dog,small,11,0,otitis,consult,1,276.86,276.86,true,otitis; age 11; complexity 0; referral noted,synthetic-v1
C1034022,P0310,VET-035,2025-11,regional,specialty,dog,large,5,1,dermatitis,consult,1,322.34,322.34,true,dermatitis; age 5; complexity 1; repeat visit; referral noted,synthetic-v1
C1034023,P0797,VET-035,2025-11,regional,specialty,dog,large,9,1,otitis,consult,1,313.96,313.96,true,otitis; age 9; complexity 1; repeat visit; referral noted,synthetic-v1
C1034024,P0121,VET-035,2025-11,regional,specialty,dog,small,11,2,otitis,consult,1,397.71,397.71,true,otitis; age 11; complexity 2; referral noted,synthetic-v1
C1034025,P1517,VET-035,2025-11,regional,specialty,cat,small,14,1,gastroenteritis,consult,1,426.75,426.75,true,gastroenteritis; age 14; complexity 1; referral noted,synthetic-v1
C1034026,P2136,VET-035,2025-11,regional,specialty,dog,large,5,0,dermatitis,consult,1,253.51,253.51,true,dermatitis; age 5; complexity 0; repeat visit; referral noted,synthetic-v1
C1035000,P0678,VET-036,2025-11,rural,specialty,dog,medium,7,0,otitis,consult,1,289.92,289.92,true,otitis; age 7; complexity 0; referral noted,synthetic-v1
C1035001,P1028,VET-036,2025-11,rural,specialty,dog,large,8,1,otitis,cytology,1,187.88,187.88,true,otitis; age 8; complexity 1; referral noted,synthetic-v1
C1035002,P1728,VET-036,2025-11,rural,specialty,dog,medium,4,0,gastroenteritis,consult,1,298.39,298.39,true,gastroenteritis; age 4; complexity 0; repeat visit; referral noted,synthetic-v1
C1035003,P1094,VET-036,2025-11,rural,specialty,dog,large,6,0,dermatitis,medication,2,231.54,463.08,true,dermatitis; age 6; complexity 0; referral noted,synthetic-v1
C1035004,P0624,VET-036,2025-11,rural,specialty,dog,medium,12,0,dermatitis,medication,1,281.57,281.57,true,dermatitis; age 12; complexity 0; referral noted,synthetic-v1
C1035005,P0357,VET-036,2025-11,rural,specialty,dog,large,13,1,otitis,consult,1,355.58,355.58,true,otitis; age 13; complexity 1; referral noted,synthetic-v1
C1035006,P1724,VET-036,2025-11,rural,specialty,cat,medium,5,0,otitis,consult,1,286.13,286.13,true,otitis; age 5; complexity 0; referral noted,synthetic-v1
C1035007,P0357,VET-036,2025-11,rural,specialty,dog,medium,1,0,gastroenteritis,pathology,1,349.08,349.08,true,gastroenteritis; age 1; complexity 0; referral noted,synthetic-v1
C1035008,P0757,VET-036,2025-11,rural,specialty,dog,medium,11,1,otitis,consult,1,327.90,327.90,true,otitis; age 11; complexity 1; referral noted,synthetic-v1
C1035009,P0288,VET-036,2025-11,rural,specialty,dog,small,8,0,otitis,cytology,2,190.15,380.30,true,otitis; age 8; complexity 0; referral noted,synthetic-v1
C1035010,P1809,VET-036,2025-11,rural,specialty,dog,large,12,0,otitis,cytology,1,207.12,207.12,true,otitis; age 12; complexity 0; referral noted,synthetic-v1
C1035011,P0335,VET-036,2025-11,rural,specialty,dog,medium,4,1,dermatitis,consult,2,300.85,601.70,true,dermatitis; age 4; complexity 1; referral noted,synthetic-v1
C1035012,P1459,VET-036,2025-11,rural,specialty,dog,small,11,0,otitis,cytology,1,188.80,188.80,true,otitis; age 11; complexity 0; referral noted,synthetic-v1
C1035013,P0297,VET-036,2025-11,rural,specialty,dog,large,1,1,gastroenteritis,consult,1,386.63,386.63,true,gastroenteritis; age 1; complexity 1; referral noted,synthetic-v1
C1035014,P0296,VET-036,2025-11,rural,specialty,dog,mixed,11,0,otitis,cytology,1,207.51,207.51,true,otitis; age 11; complexity 0; repeat visit; referral noted,synthetic-v1
C1035015,P1124,VET-036,2025-11,rural,specialty,dog,medium,1,2,dermatitis,consult,2,399.50,799.01,true,dermatitis; age 1; complexity 2; repeat visit; referral noted,synthetic-v1
C1035016,P1742,VET-036,2025-11,rural,specialty,cat,small,11,0,dermatitis,medication,1,296.30,296.30,true,dermatitis; age 11; complexity 0; referral noted,synthetic-v1
C1035017,P0208,VET-036,2025-11,rural,specialty,cat,mixed,11,1,dermatitis,consult,1,391.18,391.18,true,dermatitis; age 11; complexity 1; referral noted,synthetic-v1
C1035018,P1674,VET-036,2025-11,rural,specialty,dog,medium,11,1,dermatitis,medication,2,295.51,591.03,true,dermatitis; age 11; complexity 1; referral noted,synthetic-v1
C1035019,P2151,VET-036,2025-11,rural,specialty,dog,large,10,0,otitis,consult,2,297.37,594.74,true,otitis; age 10; complexity 0; repeat visit; referral noted,synthetic-v1
C1035020,P1036,VET-036,2025-11,rural,specialty,dog,mixed,6,0,gastroenteritis,pathology,1,346.20,346.20,true,gastroenteritis; age 6; complexity 0; referral noted,synthetic-v1
C1035021,P2229,VET-036,2025-11,rural,specialty,dog,medium,11,1,gastroenteritis,consult,1,356.71,356.71,true,gastroenteritis; age 11; complexity 1; referral noted,synthetic-v1
C1035022,P1735,VET-036,2025-11,rural,specialty,cat,small,7,0,gastroenteritis,pathology,1,331.84,331.84,true,gastroenteritis; age 7; complexity 0; referral noted,synthetic-v1
C1035023,P2112,VET-036,2025-11,rural,specialty,cat,medium,13,0,gastroenteritis,pathology,1,384.83,384.83,true,gastroenteritis; age 13; complexity 0; repeat visit; referral noted,synthetic-v1
C1035024,P1040,VET-036,2025-11,rural,specialty,dog,large,12,0,gastroenteritis,pathology,1,386.40,386.40,true,gastroenteritis; age 12; complexity 0; repeat visit; referral noted,synthetic-v1
C1035025,P1314,VET-036,2025-11,rural,specialty,dog,mixed,4,2,dermatitis,consult,1,375.57,375.57,true,dermatitis; age 4; complexity 2; referral noted,synthetic-v1
C1035026,P0794,VET-036,2025-11,rural,specialty,dog,large,10,1,otitis,consult,2,358.16,716.31,true,otitis; age 10; complexity 1; repeat visit; referral noted,synthetic-v1
C1100000,P1211,VET-001,2025-12,metro,gp,cat,small,14,0,gastroenteritis,pathology,1,242.08,242.08,true,gastroenteritis; age 14; complexity 0; referral noted,synthetic-v1
C1100001,P0773,VET-001,2025-12,metro,gp,dog,large,12,1,gastroenteritis,consult,1,206.45,206.45,false,gastroenteritis; age 12; complexity 1; repeat visit; managed in setting,synthetic-v1
C1100002,P2020,VET-001,2025-12,metro,gp,cat,mixed,1,0,otitis,consult,1,154.22,154.22,false,otitis; age 1; complexity 0; managed in setting,synthetic-v1
C1100003,P1125,VET-001,2025-12,metro,gp,dog,medium,11,0,gastroenteritis,consult,1,172.87,172.87,false,gastroenteritis; age 11; complexity 0; repeat visit; managed in setting,synthetic-v1
C1100004,P0444,VET-001,2025-12,metro,gp,dog,medium,6,0,otitis,cytology,1,89.69,89.69,false,otitis; age 6; complexity 0; repeat visit; managed in setting,synthetic-v1
C1100005,P1986,VET-001,2025-12,metro,gp,dog,small,8,0,gastroenteritis,pathology,1,192.81,192.81,false,gastroenteritis; age 8; complexity 0; managed in setting,synthetic-v1
C1100006,P2381,VET-001,2025-12,metro,gp,cat,small,5,0,dermatitis,consult,2,144.02,288.04,false,dermatitis; age 5; complexity 0; repeat visit; managed in setting,synthetic-v1
C1100007,P1057,VET-001,2025-12,metro,gp,dog,small,14,0,gastroenteritis,pathology,2,233.89,467.77,false,gastroenteritis; age 14; complexity 0; managed in setting,synthetic-v1
C1100008,P0975,VET-001,2025-12,metro,gp,dog,large,7,1,dermatitis,medication,1,135.95,135.95,false,dermatitis; age 7; complexity 1; managed in setting,synthetic-v1
C1100009,P2061,VET-001,2025-12,metro,gp,dog,mixed,5,2,dermatitis,medication,1,162.55,162.55,false,dermatitis; age 5; complexity 2; managed in setting,synthetic-v1
C1100010,P0039,VET-001,2025-12,metro,gp,dog,small,8,0,gastroenteritis,pathology,1,206.54,206.54,false,gastroenteritis; age 8; complexity 0; managed in setting,synthetic-v1
C1100011,P0780,VET-001,2025-12,metro,gp,dog,mixed,5,2,gastroenteritis,consult,2,189.59,379.19,false,gastroenteritis; age 5; complexity 2; managed in setting,synthetic-v1
C1100012,P1623,VET-001,2025-12,metro,gp,dog,mixed,13,1,dermatitis,medication,1,182.87,182.87,true,dermatitis; age 13; complexity 1; referral noted,synthetic-v1
C1100013,P1121,VET-001,2025-12,metro,gp,dog,medium,1,0,gastroenteritis,pathology,2,194.95,389.89,false,gastroenteritis; age 1; complexity 0; repeat visit; managed in setting,synthetic-v1
C1100014,P0994,VET-001,2025-12,metro,gp,cat,medium,8,0,gastroenteritis,consult,1,183.27,183.27,true,gastroenteritis; age 8; complexity 0; referral noted,synthetic-v1
C1100015,P1159,VET-001,2025-12,metro,gp,dog,mixed,10,1,dermatitis,medication,2,148.89,297.78,false,dermatitis; age 10; complexity 1; managed in setting,synthetic-v1
C1100016,P0183,VET-001,2025-12,metro,gp,cat,small,10,0,otitis,cytology,1,98.54,98.54,false,otitis; age 10; complexity 0; managed in setting,synthetic-v1
C1100017,P1169,VET-001,2025-12,metro,gp,dog,medium,8,2,gastroenteritis,pathology,1,214.82,214.82,true,gastroenteritis; age 8; complexity 2; referral noted,synthetic-v1
C1100018,P2381,VET-001,2025-12,metro,gp,cat,large,2,0,otitis,consult,1,142.89,142.89,false,otitis; age 2; complexity 0; managed in setting,synthetic-v1
C1100019,P0861,VET-001,2025-12,metro,gp,dog,small,1,0,gastroenteritis,pathology,1,200.60,200.60,false,gastroenteritis; age 1; complexity 0; managed in setting,synthetic-v1
C1100020,P0603,VET-001,2025-12,metro,gp,dog,mixed,10,0,otitis,cytology,1,106.76,106.76,false,otitis; age 10; complexity 0; managed in setting,synthetic-v1
C1100021,P2322,VET-001,2025-12,metro,gp,cat,large,3,1,otitis,consult,1,185.83,185.83,false,otitis; age 3; complexity 1; repeat visit; managed in setting,synthetic-v1
C1100022,P1101,VET-001,2025-12,metro,gp,dog,medium,12,0,gastroenteritis,pathology,1,247.12,247.12,false,gastroenteritis; age 12; complexity 0; managed in setting,synthetic-v1
C1100023,P2065,VET-001,2025-12,metro,gp,dog,small,10,0,gastroenteritis,consult,2,200.33,400.67,false,gastroenteritis; age 10; complexity 0; managed in setting,synthetic-v1
C1100024,P1000,VET-001,2025-12,metro,gp,cat,medium,8,1,gastroenteritis,pathology,2,193.50,387.01,false,gastroenteritis; age 8; complexity 1; repeat visit; managed in setting,synthetic-v1
C1100025,P1400,VET-001,2025-12,metro,gp,dog,small,5,0,gastroenteritis,consult,1,152.21,152.21,false,gastroenteritis; age 5; complexity 0; managed in setting,synthetic-v1
C1100026,P2139,VET-001,2025-12,metro,gp,cat,large,4,2,gastroenteritis,consult,2,227.42,454.83,false,gastroenteritis; age 4; complexity 2; managed in setting,synthetic-v1
